id,sex,race,region,born,hhsize,adults,age,agekdbrn,sibs,dwelling,wrkstat,degree,educ,paeduc,maeduc,speduc,happy,marital,hapmar,agemar,satjob,postlife,health,class,sei,pasei,masei,spsei,rincome,income,polviews,natroad,natmass,natsci,natchld,sexornt,newsfrom,intecon,inteduc,intspace,intintl,intmil,intenvir,helpful,cantrust,conmedic,coneduc,confinan,intrhome,tvhours
950,MALE,WHITE,SOUTH,YES,2,2,46,36,2,DETACHED 1-FAM HOUSE,WORKING PARTTIME,GRADUATE,18,7,13,16,PRETTY HAPPY,NEVER MARRIED,,30,VERY SATISFIED,,,MIDDLE CLASS,85.1,38,38.5,80,$10000 - 14999,$10000 - 14999,LIBERAL,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,"GAY, LESBIAN OR HOMOSEXUAL",NEWSPAPERS,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,HELPFUL,ALWAYS TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,1
951,FEMALE,WHITE,SOUTH,YES,1,1,72,21,0,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,14,12,12,17,VERY HAPPY,DIVORCED,,20,,NO,EXCELLENT,MIDDLE CLASS,60.6,63.5,38.9,67,,$25000 OR MORE,EXTREMELY CONSERVATIVE,TOO MUCH,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,2
952,FEMALE,OTHER,SOUTH,NO,3,2,43,34,0,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,19,16,16,20,VERY HAPPY,MARRIED,VERY HAPPY,30,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,82.7,91.3,84,87,$25000 OR MORE,$25000 OR MORE,CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,,,,,,YES,1
953,MALE,WHITE,SOUTH,YES,5,3,21,19,3,DETACHED 1-FAM HOUSE,KEEPING HOUSE,PRIMARY/HIGH SCHOOL,14,18,18,11,PRETTY HAPPY,NEVER MARRIED,,19,MOD. SATISFIED,YES,EXCELLENT,UPPER CLASS,83,73.3,78.5,34,,$25000 OR MORE,MODERATE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,YES,3
954,FEMALE,WHITE,SOUTH,YES,2,2,55,41,5,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,3,12,16,PRETTY HAPPY,MARRIED,VERY HAPPY,36,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,86.8,38.2,31.2,86.6,$25000 OR MORE,$25000 OR MORE,SLIGHTLY LIBERAL,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,HELPFUL,ALWAYS TRUSTED,ONLY SOME,A GREAT DEAL,HARDLY ANY,YES,8
955,FEMALE,WHITE,SOUTH,YES,4,3,47,27,2,DETACHED 1-FAM HOUSE,KEEPING HOUSE,BACHELOR,16,13,15,17,VERY HAPPY,MARRIED,VERY HAPPY,22,MOD. SATISFIED,YES,GOOD,MIDDLE CLASS,63.5,48.5,73.2,67,,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,,,,,,YES,3
956,MALE,WHITE,SOUTH,YES,4,2,40,33,0,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,18,12,16,18,VERY HAPPY,MARRIED,VERY HAPPY,30,MOD. SATISFIED,YES,EXCELLENT,UPPER CLASS,63.5,86.6,78.5,72.5,,,SLGHTLY CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,ONLY SOME,,24
957,FEMALE,WHITE,SOUTH,YES,1,1,60,24,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,13,12,14,19,PRETTY HAPPY,DIVORCED,,21,MOD. SATISFIED,YES,EXCELLENT,WORKING CLASS,82.7,29.8,80.3,47,$25000 OR MORE,$25000 OR MORE,MODERATE,ABOUT RIGHT,TOO MUCH,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,NO,3
958,MALE,WHITE,SOUTH,YES,2,2,27,31,2,APARTMENT-4 STORIES,WORKING FULLTIME,BACHELOR,16,18,16,7,PRETTY HAPPY,NEVER MARRIED,,25,MOD. SATISFIED,,GOOD,MIDDLE CLASS,33.3,67,73.2,66,,$25000 OR MORE,SLIGHTLY LIBERAL,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,9
959,MALE,WHITE,SOUTH,YES,2,2,28,38,2,APARTMENT HOUSE,WORKING FULLTIME,BACHELOR,16,12,16,11,PRETTY HAPPY,NEVER MARRIED,,28,VERY SATISFIED,YES,,MIDDLE CLASS,60.6,27.7,73.2,41,$25000 OR MORE,$25000 OR MORE,MODERATE,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,USUAL NOT TRUSTED,A GREAT DEAL,A GREAT DEAL,ONLY SOME,YES,3
960,MALE,WHITE,SOUTH,YES,1,1,79,57,2,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,12,5,5,5,PRETTY HAPPY,NEVER MARRIED,,18,,,GOOD,MIDDLE CLASS,45.9,50.7,20,22,,$25000 OR MORE,EXTREMELY CONSERVATIVE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUAL NOT TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,,3
961,FEMALE,BLACK,SOUTH,YES,1,1,43,49,20,OTHER,KEEPING HOUSE,LESS THAN PRIMARY/HIGH SCHOOL,9,17,14,18,PRETTY HAPPY,NEVER MARRIED,,30,A LITTLE DISSAT,YES,FAIR,MIDDLE CLASS,94,80,28,47,,$6000 TO 6999,MODERATE,TOO MUCH,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,BISEXUAL,TV,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,,,,,,NO,4
962,FEMALE,BLACK,SOUTH,YES,2,1,19,18,3,APARTMENT HOUSE,KEEPING HOUSE,PRIMARY/HIGH SCHOOL,14,0,14,20,NOT TOO HAPPY,NEVER MARRIED,,23,MOD. SATISFIED,YES,EXCELLENT,MIDDLE CLASS,64.8,59,83,89,$10000 - 14999,$10000 - 14999,CONSERVATIVE,,,,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,A GREAT DEAL,A GREAT DEAL,,7
963,MALE,WHITE,SOUTH,YES,1,1,45,17,9,TRAILER,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,12,9,12,11,PRETTY HAPPY,NEVER MARRIED,,41,MOD. SATISFIED,YES,,WORKING CLASS,28.6,44,27.5,59,$10000 - 14999,$20000 - 24999,MODERATE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,HELPFUL,ALWYS NOT TRUSTED,ONLY SOME,HARDLY ANY,HARDLY ANY,NO,3
964,MALE,BLACK,SOUTH,YES,3,3,88,35,9,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,12,8,12,PRETTY HAPPY,MARRIED,VERY HAPPY,33,MOD. SATISFIED,YES,,WORKING CLASS,63.5,49.6,34,36.5,,$25000 OR MORE,SLIGHTLY LIBERAL,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,BOOKS OTHER PRINTED MATERIALS,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,DEPENDS,USUAL NOT TRUSTED,ONLY SOME,HARDLY ANY,ONLY SOME,YES,2
965,MALE,WHITE,SOUTH,YES,1,1,37,49,2,DETACHED 1-FAM HOUSE,WORKING FULLTIME,POST PRIMARY/HIGH SCHOOL,16,20,12,14,PRETTY HAPPY,DIVORCED,,36,MOD. SATISFIED,YES,FAIR,MIDDLE CLASS,83.7,66.1,27.5,44,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO LITTLE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,A GREAT DEAL,A GREAT DEAL,ONLY SOME,,24
966,FEMALE,WHITE,SOUTH,YES,1,1,33,20,4,DETACHED 1-FAM HOUSE,TEMP NOT WORKING,PRIMARY/HIGH SCHOOL,15,11,11,13,PRETTY HAPPY,NEVER MARRIED,,58,MOD. SATISFIED,YES,EXCELLENT,WORKING CLASS,32.4,60,31.2,51,$15000 - 19999,$15000 - 19999,LIBERAL,,TOO LITTLE,TOO MUCH,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,RADIO,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,NO,17
967,FEMALE,WHITE,SOUTH,YES,2,2,50,28,,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,13,12,12,17,VERY HAPPY,MARRIED,VERY HAPPY,23,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,62,63.5,50.7,65.2,,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,,NEWSPAPERS,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,2
968,MALE,WHITE,SOUTH,YES,1,1,54,26,4,TRAILER,WORKING FULLTIME,BACHELOR,18,12,16,12,PRETTY HAPPY,WIDOWED,,23,MOD. SATISFIED,YES,FAIR,WORKING CLASS,38.9,28.4,78.5,95,$25000 OR MORE,$25000 OR MORE,SLIGHTLY LIBERAL,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,13
969,MALE,WHITE,SOUTH,YES,1,1,50,46,4,TRAILER,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,7,12,12,PRETTY HAPPY,DIVORCED,,56,MOD. SATISFIED,YES,,WORKING CLASS,69.2,29.4,38.9,20,$25000 OR MORE,$25000 OR MORE,CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,RADIO,NOT AT ALL INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,ALWAYS TRUSTED,ONLY SOME,A GREAT DEAL,A GREAT DEAL,NO,2
970,FEMALE,WHITE,SOUTH,YES,7,3,77,21,2,TRAILER,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,12,12,12,4,VERY HAPPY,WIDOWED,,17,VERY SATISFIED,YES,,WORKING CLASS,29.3,48.5,25.5,67,$25000 OR MORE,,EXTREMELY LIBERAL,ABOUT RIGHT,,,TOO MUCH,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,ALWYS NOT TRUSTED,HARDLY ANY,A GREAT DEAL,A GREAT DEAL,NO,0
971,MALE,WHITE,SOUTH,YES,4,4,22,50,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,LESS THAN PRIMARY/HIGH SCHOOL,11,11,11,15,PRETTY HAPPY,NEVER MARRIED,,39,VERY SATISFIED,NO,,WORKING CLASS,32.3,79.8,97,60,,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,TOO MUCH,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,FRIENDS COLLEAGUES,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,A GREAT DEAL,YES,1
972,MALE,WHITE,SOUTH,YES,3,3,76,25,4,DETACHED 1-FAM HOUSE,RETIRED,GRADUATE,20,8,8,12,PRETTY HAPPY,MARRIED,VERY HAPPY,24,,YES,,MIDDLE CLASS,96,55.1,87,35.4,,,CONSERVATIVE,TOO LITTLE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,USUAL NOT TRUSTED,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,YES,2
973,MALE,WHITE,SOUTH,YES,2,2,60,29,2,DETACHED 1-FAM HOUSE,RETIRED,BACHELOR,16,19,12,16,PRETTY HAPPY,MARRIED,VERY HAPPY,27,,NO,EXCELLENT,UPPER CLASS,63.5,63.5,33.1,78.5,,$25000 OR MORE,EXTREMELY CONSERVATIVE,TOO LITTLE,TOO MUCH,TOO LITTLE,TOO MUCH,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,YES,2
974,MALE,WHITE,SOUTH,YES,5,2,34,30,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,16,16,17,VERY HAPPY,MARRIED,VERY HAPPY,30,VERY SATISFIED,YES,,,65.8,65.8,73.2,55,,,EXTREMELY CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,,TV,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,YES,1
975,MALE,WHITE,SOUTH,YES,4,2,46,30,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,12,12,14,PRETTY HAPPY,MARRIED,VERY HAPPY,26,VERY SATISFIED,YES,FAIR,MIDDLE CLASS,78,27.7,37.9,37.7,,,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,,,INTERNET,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,2
976,MALE,WHITE,SOUTH,YES,2,2,32,23,3,DETACHED 1-FAM HOUSE,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,12,12,13,12,VERY HAPPY,MARRIED,VERY HAPPY,21,MOD. SATISFIED,YES,EXCELLENT,MIDDLE CLASS,33.6,38.9,85,38.5,$25000 OR MORE,$25000 OR MORE,CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUAL NOT TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,YES,0
977,MALE,WHITE,SOUTH,YES,2,2,58,24,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,12,12,16,PRETTY HAPPY,MARRIED,PRETTY HAPPY,22,MOD. SATISFIED,YES,EXCELLENT,MIDDLE CLASS,33.6,38.9,38,36.2,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO LITTLE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,YES,2
978,FEMALE,WHITE,SOUTH,YES,3,3,50,20,4,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,12,12,13,PRETTY HAPPY,MARRIED,PRETTY HAPPY,17,MOD. SATISFIED,,GOOD,MIDDLE CLASS,27.7,44.7,51.9,29.4,$15000 - 19999,$25000 OR MORE,MODERATE,ABOUT RIGHT,TOO MUCH,TOO MUCH,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,23
979,FEMALE,OTHER,SOUTH,NO,5,2,38,27,1,DETACHED 1-FAM HOUSE,KEEPING HOUSE,BACHELOR,16,12,13,16,VERY HAPPY,MARRIED,VERY HAPPY,25,VERY SATISFIED,YES,,MIDDLE CLASS,38.4,36.5,38.4,73.9,,$25000 OR MORE,CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,INTERNET,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,YES,2
980,MALE,WHITE,SOUTH,YES,2,2,70,32,2,DETACHED 1-FAM HOUSE,RETIRED,GRADUATE,20,12,12,16,VERY HAPPY,MARRIED,VERY HAPPY,29,,,,,92.3,38.4,73,73.8,$25000 OR MORE,$25000 OR MORE,MODERATE,,TOO LITTLE,,,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,,ONLY SOME,,1
981,MALE,WHITE,SOUTH,YES,2,2,34,18,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,19,16,16,18,VERY HAPPY,MARRIED,VERY HAPPY,32,VERY SATISFIED,YES,FAIR,MIDDLE CLASS,38.9,38.9,66,64.1,,$25000 OR MORE,CONSERVATIVE,TOO LITTLE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,HELPFUL,ALWAYS TRUSTED,A GREAT DEAL,HARDLY ANY,ONLY SOME,YES,16
982,MALE,WHITE,SOUTH,YES,2,2,39,23,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,15,16,16,20,VERY HAPPY,DIVORCED,,,VERY SATISFIED,NO,EXCELLENT,WORKING CLASS,61.9,65.8,37.7,69,,,LIBERAL,TOO LITTLE,TOO LITTLE,TOO LITTLE,,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,,23
983,FEMALE,WHITE,SOUTH,YES,1,1,59,19,2,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,8,12,15,PRETTY HAPPY,NEVER MARRIED,,47,MOD. SATISFIED,YES,POOR,WORKING CLASS,61.9,38.2,91,62,,,SLGHTLY CONSERVATIVE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,,TV,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,2
984,MALE,WHITE,SOUTH,YES,1,1,68,27,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,20,12,12,13,PRETTY HAPPY,MARRIED,PRETTY HAPPY,22,VERY SATISFIED,,GOOD,MIDDLE CLASS,78,37.9,32.4,38.4,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,,,,,,YES,0
985,MALE,WHITE,SOUTH,NO,1,1,70,22,1,APARTMENT HOUSE,RETIRED,LESS THAN PRIMARY/HIGH SCHOOL,7,0,6,0,NOT TOO HAPPY,NEVER MARRIED,,21,,NO,,UPPER CLASS,29.4,29.3,74,29,,$7000 TO 7999,CONSERVATIVE,ABOUT RIGHT,,,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,A GREAT DEAL,HARDLY ANY,NO,3
986,MALE,BLACK,SOUTH,NO,1,1,53,19,4,APARTMENT-4 STORIES,"UNEMPL, LAID OFF",LESS THAN PRIMARY/HIGH SCHOOL,6,17,15,10,NOT TOO HAPPY,SEPARATED,,18,,YES,POOR,LOWER CLASS,34.2,33.2,62,20,,$1000 TO 2999,LIBERAL,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,NO,8
987,MALE,BLACK,SOUTH,YES,1,1,62,29,10,APARTMENT HOUSE,OTHER,POST PRIMARY/HIGH SCHOOL,15,8,8,1,NOT TOO HAPPY,DIVORCED,,28,,YES,FAIR,LOWER CLASS,28.6,63.5,86,55,,$10000 - 14999,EXTREMELY LIBERAL,TOO LITTLE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,DEPENDS,USUAL NOT TRUSTED,ONLY SOME,A GREAT DEAL,HARDLY ANY,YES,16
988,FEMALE,WHITE,SOUTH,YES,1,1,56,49,2,APARTMENT HOUSE,WORKING FULLTIME,BACHELOR,16,19,16,5,VERY HAPPY,NEVER MARRIED,,38,VERY SATISFIED,,FAIR,WORKING CLASS,73.2,50.5,38,73,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,ONLY SOME,,0
989,FEMALE,BLACK,SOUTH,YES,4,2,53,21,4,ROW HOUSE,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,13,12,12,6,NOT TOO HAPPY,NEVER MARRIED,,52,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,28.4,63.5,27.7,67,,$20000 - 24999,MODERATE,ABOUT RIGHT,TOO MUCH,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,10
990,MALE,BLACK,SOUTH,YES,2,2,41,24,1,DETACHED 1-FAM HOUSE,RETIRED,BACHELOR,16,11,16,16,PRETTY HAPPY,MARRIED,PRETTY HAPPY,22,,YES,FAIR,,39,41.3,78.5,78.5,,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,HARDLY ANY,HARDLY ANY,HARDLY ANY,,2
991,FEMALE,WHITE,SOUTH,YES,2,2,78,19,3,DETACHED 1-FAM HOUSE,RETIRED,LESS THAN PRIMARY/HIGH SCHOOL,11,12,16,12,PRETTY HAPPY,MARRIED,VERY HAPPY,16,,YES,GOOD,UPPER CLASS,33.6,44.7,47,32.9,,$25000 OR MORE,CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,,9
992,FEMALE,WHITE,SOUTH,YES,2,1,29,29,1,DETACHED 1-FAM HOUSE,TEMP NOT WORKING,GRADUATE,18,12,12,18,VERY HAPPY,NEVER MARRIED,,23,VERY SATISFIED,YES,,MIDDLE CLASS,73.8,28.4,90,78,$25000 OR MORE,$25000 OR MORE,LIBERAL,ABOUT RIGHT,TOO LITTLE,TOO MUCH,ABOUT RIGHT,BISEXUAL,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,HARDLY ANY,ONLY SOME,YES,2
